Montadoras,Modelos 
,B2200 Pick-Up CD 2.2 Diesel
,Millenia 3.0 V6 24V
,MPV Minivan Aut
,MX-3 1.6 16V
,MX-3 GS 1.8 V6 24V
,MX-5 Mec
,Navajo LX 3.0 V6
,Protegé Aut.
,Protegé High
,Protegé Mec.
,RX 7 2.6 Turbo
Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel
,180-D Van 2.4 Diesel
,190-E 2.3
,230-E 2.3
,260-E 2.6
,300-D 3.0 Diesel
,300-E 3.0
,300-SE 3.0/3.2
,300-SL 3.0
,300-TE Wagon 3.0
,500-E 5.0
,500-SEC/ SL
,500-SEL 5.0/ 5.6
,560-SEL 5.6
,C-180 1.6 Turbo 16V/Flex 16V Aut.
,C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.
,C-180 CGI Classic 1.8 16V 156cv Aut.
,C-180 CGI Coupe 1.8 16V 156cv Aut.
,C-180 CGI Coupe Sport 1.6 TB 16V Aut.
,C-180 CGI Estate Avant. 1.6 TB 16V Aut.
,C-180 CGI Exc. 1.6/1.6 Flex TB 16V Aut.
,C-180 CGI Sport 1.6 TB 16V 156cv Aut.
,C-180 CGI Touring 1.8 16V Aut.
,C-180 CGI Touring Sport 1.6 TB Aut.
,C-180 Classic/Classic Plus/Elegance
,C-180 Kompressor Classic 1.6 16V Aut.
,C-180 Kompressor Classic 1.8 16V 143cv
,C-200 Avantgarde 2.0 TB 16V 184cv Aut.
,C-200 CGI Avantgarde 1.8 16V 184cv Aut.
,C-200 CGI Sport 1.8 TB 16V 184cv Aut.
,C-200 CGI Touring Avantgarde 1.8 16V Aut
,C-200 Classic/Sport
,C-200 Kompressor 2.0 V6 16v 4p Aut.
,C-200 Kompressor Avant.1.8 16V Aut
,C-200 Kompressor Classic 1.8 16V Aut.
,C-200 Sportcoupé Komp. 2.0 16V 163cv Aut
,C-200 Touring Komp. 2.0 16V 163cv 5p Aut
,C-200 Touring Komp. Avant. 1.8 16V Aut.
,C-220 Classic/Elegance/Sport
,C-230 Avantgarde 2.5 V6 24V 204cv Aut
,C-230 Komp. Sportcoupé 2.3 16V 197cv Aut
,C-230 Kompressor Avantgarde
,C-230 Sport/ Eleg./Touring Eleg.Plus 2.3
,C-230 Touring Avant. 2.5 24V 204cv Aut.
,C-230 Touring Kompressor
,C-240 AvantGarde 2.4/ 2.6 4p
,C-240 Classic
,C-240 Elegance 2.4
,C-240 Elegance 2.4 V6 24v 4p Aut.
,C-250 CGI Sport 1.8 16V Aut.
,C-250 CGI Sport Coupe 1.8 16V TB Aut.
,C-250 Sport 2.0 16V 211cv Aut.
,C-250 Sport Coupe 2.0 16V 211cv Aut.
,C-280 Avantgarde 3.0 V6 231cv Aut.
,C-280 Classic/Sport
,C-280 Elegance
,C-280 Touring
,C-300 Anniversary Lim. Edit. 2.0 Aut.
,C-300 Avantgarde 3.0 V6 24V 231cv Aut.
,C-300 Cabriolet 2.0 245cv Aut.
,C-300 Sport 3.0 V6 231cv Aut.
,C-320 AvantGarde 3.2 V6 24v 4p Aut.
,C-320 Elegance 3.2 V6 24v 4p Aut.
,C-320 Touring 3.2 V6 18v 4p Aut.
,C-350 Avantgarde/ Elegance 3.5 V6 272cv
,C-350 CGI Sport 3.5 306cv Aut.
,C-350 Sport 3.5 V6 272cv
,C-350 Sportcoupé 3.5 24V 272cv
,C-350 Touring AvantGarde 3.5 24V 272cv
,C-36 AMG
,C-43 AMG
,C-43 AMG 3.0 V6 Bi-Turbo 367cv Aut
,C-43 Coupe AMG 3.0 V6 Bi-Turbo Aut.
,C-450 AMG Sport 3.0 TB 362cv Aut.
,C-55 AMG 24V 367cv Aut.
,C-55 Touring AMG 24V 367cv Aut.
,C-63 AMG 4.0 V8 Bi-Turbo Aut.
,C-63 AMG 6.2 V8 Aut.
,C-63 Coupe AMG 6.2 V8 Aut.
,C-63 Coupe AMG Black Series 6.3 V8 Aut.
,C-63 S AMG 4.0 V8 Bi-Turbo Aut.
,C-63 S Coupe AMG 4.0 V8 Bi-Turbo Aut.
,C-63 Touring AMG 6.2 V8 Aut.
,CL-500 5.0/ 5.5
,CL-600 6.0/ 5.5
,CL-63 AMG 6.2 V8 32V 525cv
,CL-65 AMG 6.0 V12 612cv Aut.
,CLA-200 CGI 1.6 TB 16V 156cv Aut.
,CLA-200 Urban 1.6 TB 16V/Flex Aut.
,CLA-200 Vision 1.6 TB 16V Flex Aut.
,CLA-250 Sport 2.0 16V 211cv Aut.
,CLA-45 AMG CGI 2.0 TB Aut.
,Classe A 160 Classic Semi-Aut.
,Classe A 160 Classic/ Spirit Mec.
,Classe A 160 Elegance Mec.
,Classe A 160 Elegance Semi-Aut.
,Classe A 190 AvantGarde 1.9 8V 125cv Aut
,Classe A 190 AvantGarde 1.9 8V 125cv Mec
,Classe A 190 Classic 1.9 Semi-Aut.
,Classe A 190 Classic/ Spirit 1.9 Mec.
,Classe A 190 Elegance 1.9 Aut.
,Classe A 190 Elegance 1.9 Mec.
,Classe A 190 Elegance 1.9 Semi-Aut.
,Classe A 200 1.6 TB/Flex Aut.
,Classe A 200 CGI 1.6 TB Style 156cv Aut.
,Classe A 200 CGI 1.6 TB Urban 156cv Aut.
,Classe A 200 Elegance 2.0 136cv Aut.
,Classe A 250 CGI 2.0 TB Sport Aut.
,Classe A 45 AMG 2.0 Turbo 360cv Aut.
,Classe B 170 1.7 116cv Aut.
,Classe B 180 1.7 116cv Aut.
,Classe B 200 2.0 136cv Aut.
,Classe B 200 2.0 Turbo 193cv Aut.
,Classe B 200 CGI 1.6 TB Sport 156cv Aut
,Classe B 200 CGI 1.6 TB/Flex Aut.
,Classe R 500 5.0 V8 306cv Aut.
,Classe R 500 L 5.5 V8 388cv Aut.
,Classic 6.0
,CLC 200 Kompressor 1.8 184cv Aut.
,CLK-230 Cabriolet Kompressor
,CLK-230 Kompressor
,CLK-320 AvantGarde
,CLK-320 AvantGarde Cabriolet
,CLK-320 Elegance
,CLK-320 Elegance Cabriolet
,CLK-320 Sport
,CLK-320 Sport Cabriolet
,CLK-350 Avant./ Elegance 3.5 24V 272cv
,CLK-350 Avant./Eleg. Cabriolet 3.5 272cv
,CLK-430 Avantgard Cabriolet 4.3 V8 24v
,CLK-430 AvantGarde 4.3
,CLK-430 Elegance
,CLK-430 Elegance Cabriolet 4.3 V8 24v
,CLK-430 Sport 4.3
,CLK-500 Cabriolet V8 24V 306cv
,CLK-500 Elegance/ Avant. 5.0 V8 24V Aut
,CLK-55 AMG Cabriolet V8 24v 367cv
,CLK-55 AMG V8 24V 367cv
,CLS-350 CGI 3.5 306cv Aut.
,CLS-350 V6 24V 272cv
,CLS-400 3.5 V6 Bi-Turbo 333cv Aut.
,CLS-500 V8 24V
,CLS-55 Kompressor AMG 5.5 V8 24V 476cv
,CLS-63 AMG 5.5 V8 557cv Aut.
,CLS-63 AMG 6.2 V8 32V 514cv
,E-190
,E-190 Classic
,E-200 Classic 2.0
,E-220 Classic/Touring 2.2
,E-230 Elegance
,E-240 Elegance
,E-250 Cabriolet 2.0 TB 211CV Aut.
,E-250 CGI Avantgarde 1.8 16V 204cv Aut.
,E-250 CGI Avantgarde 2.0 TB 211cv Aut.
,E-250 CGI Coupe 1.8 16V 204cv Aut.
,E-250 CGI VR4 2.0 TB Aut.
,E-250 Coupe 2.0 TB 211cv Aut.
,E-250 Excl. Launch Ed. 2.0 TB 211cv Aut.
,E-280 Classic 2.8
,E-280 Touring 2.8
,E-320
,E-320 3.2 Elegance
,E-320 Avantgarde
,E-320 C 3.2/ CA Classic 3.2
,E-320 Cabriolet
,E-320 Touring Avantgarde 24V V6 5p Aut.
,E-320 Touring Eleg./Classic
,E-350 Touring Avant/Eleg. 3.5 24V 272cv
,E-350 Avant./Avant. Execut. 3.5 V6 272cv
,E-350 Avantgarde/ Elegance 3.5 V6 272cv
,E-350 Cabrio 3.5 V6 272cv 2p
,E-350 CGI Avantgarde Sport 3.5 306cv Aut
,E-350 CGI Cabriolet 3.5 306cv Aut
,E-350 CGI Executive 3.5 306cv Aut.
,E-350 CGI Guard VR4 3.5 306cv Aut.
,E-350 Coupe 3.5 V6 272cv 2p
,E-350 Sport 3.5 V6 272cv
,E-400 Avantgarde 3.5 V6 Bi-Turbo Aut.
,E-400 Cabriolet 3.5 V6 Bi-Turbo Aut.
,E-420 Classic/Elegance/Avantgarde
,E-420 Touring Avantgarde
,E-430 Avantgarde
,E-430 Elegance
,E-430 Touring Avantgarde
,E-500 Avangarde Executive 5.5 V8 388cv
,E-500 Avant. (Blindada) 5.0 V8 4p Aut.
,E-500 CGI Guard VR4 4.7 V8 408cv 4p
,E-500 CGI Guard VR4 5.5 V8 4p
,E-500 Coupe Sport 4.7 V8 408cv Aut 2p
,E-500 Coupe Sport 5.5 V8 388cv 2p
,E-500 Elegance/ Avant. 5.0 V8 24V 4p Aut
,E-500 Sport Avantgarde 5.0 V8 24V 4p Aut
,E-500 Tour. Avant./ Eleg. 24V V8 5p Aut.
,E-55 AMG
,E-55 Touring AMG 24V V8 5p Aut.
,E-63 AMG 5.5 V8 Bi-Turbo Aut.
,E-63 AMG 6.2 V8 32V
,E-63 Touring AMG 5.5 V8 Bi-Turbo Aut.
,E-63 Touring AMG 6.2 V8 Aut.
,G-55 Kompressor AMG 5.5 V8 507cv Aut.
,G-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.
,GL-350 Sport 3.0 V6 258cv 4x4 Diesel
,GL-500 4.7 Bi-Turbo V8 4x4 Aut.
,GL-500 5.5 V8 32V 4x4 388cv Aut.
,GL-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.
,GLA 200 Adv. 1.6/1.6 TB 16V Flex Aut.
,GLA 200 Enduro 1.6 TB 16V Flex Aut.
,GLA 200 Style 1.6 TB 16V/Flex Aut.
,GLA 200 Vis. Black Ed. 1.6 TB 16V Aut.
,GLA 200 Vision 1.6/1.6 TB 16V Flex Aut.
,GLA 250 Enduro 2.0 TB 16V 211cv Aut.
,GLA 250 Sport 2.0 TB 16V 211cv Aut.
,GLA 250 Sport TB 16V 4x4 211cv Aut.
,GLA 250 Vision 2.0 TB 16V 211cv Aut.
,GLA 45 AMG 2.0 Turbo 4x4 Aut.
,GLC 250 2.0 TB 16V 211cv Aut.
,GLC 250 Coupe 2.0 TB 16V 211cv Aut.
,GLC 250 Sport 2.0 TB 16V 211cv Aut.
,GLC-43 AMG 3.0 V6 Bi-Turbo 367cv Aut.
,GLE-350 3.0 V6 258cv 4x4 Diesel
,GLE-350 Family 3.0 V6 258cv 4x4 Diesel
,GLE-350 Sport 3.0 V6 258cv 4x4 Diesel
,GLE-400 Coupe 3.0 V6 333cv Aut.
,GLE-400 Highway Coupe 3.0 V6 333cv Aut.
,GLE-400 Night Coupe 3.0 V6 333cv Aut.
,GLE-43 AMG 3.0 V6 Bi-Turbo 367cv Aut.
,GLE-450 AMG 3.0 V6 367cv Aut.
,GLE-63 AMG 5.5 V8 557cv Aut.
,GLE-63 AMG Coupe 5.5 v8 557cv Aut.
,GLK 220 CDI 2.2 TB 4X4 170cv Aut. Diesel
,GLK 220 Sport CDI 2.2 TB 4X4 Aut. Diesel
,GLK 280 3.0 V6 24V 4x4 231cv Aut.
,GLK 300 3.0 V6 24V 4x4 231cv Aut.
,GLK 300 3.5 CGI V6 4x4 252cv Aut.
,GLS-350 V6 258cv 4x4 Diesel
,GT AMG 4.0 V8 Bi-Turbo 462cv
,GT S AMG 4.0 V8 Bi-Turbo 510cv
,ML-230 4x4
,ML-320 3.0 V6 224cv 4x4 diesel
,ML-320 4x4
,ML-350 3.0 V6 4x4 Diesel
,ML-350 3.5 4x4
,ML-350 Sport 3.0 V6 258cv 4X4 Diesel
,ML-350 Sport CGI 3.5 V6 306cv 4x4 Aut.
,ML-430
,ML-500 V8 24V
,ML-55 AMG 5.5 24v
,ML-63 AMG 5.5 V8 Bi-Turbo Aut.
,ML-63 AMG 6.2 V8 32V 510cv
,S-320 L Classic/Wagon Classic 3.2
,S-400 Hybrid 3.5 V6 279cv Aut.
,S-420 Classic 4.0
,S-500 5.0
,S-500 C Classic 5.0
,S-500 L/ L Classic/ Wagon Classic 5.0
,S-500L 4.7 Bi-Turbo V8 455cv Aut.
,S-500L 5.0
,S-55 AMG V8 24V 364cv/ 500cv
,S-600 L/ L Classic/ Wagon Classic 6.0
,S-600/ S-600 C Classic 6.0
,S-63 AMG 5.5 V8 BI-TURBO Aut.
,S-63 AMG 6.2 V8 525cv Aut
,S-63 AMG L 6.2 V8/5.5 V8 Bi-TB Aut
,S-63 Cabriolet AMG 5.5 V8 Bi-Turbo Aut.
,S-63 Coupe AMG 5.5 V8 Bi-Turbo Aut.
,S-65 AMG 6.0 V12 612cv Aut
,S-65 L AMG 6.0 V12 630cv Aut.
,SE-500
,SL-280 Classic 2.8
,SL-320 3.2/Classic 3.2
,SL-350 3.5 V6 2p
,SL-350 Sport 3.5 V6 316cv
,SL-400 3.0 Bi-Turbo V6 2p
,SL-500 5.0 e 5.5/ Classic 5.0
,SL-55 AMG V8 24V 500cv
,SL-600
,SL-63 AMG 5.5 Bi-Turbo V8 Aut.
,SL-63 AMG 6.2 V8 525cv Aut
,SL-65 AMG 6.0 V12 612cv Aut
,SLC-300 2.0 Turbo 245cv Aut.
,SLC-43 AMG 3.0 V6 Aut.
,SLK-200 Kompressor 16V/ 200 CGI 16V
,SLK-230 Kompressor
,SLK-230 Plus
,SLK-250 CGI 1.8 16V 204cv Aut.
,SLK-300 2.0 Turbo 245cv Aut.
,SLK-320 3.2 218cv
,SLK-350 3.5 V6/SLK-350 CGI
,SLK-55 AMG V8 24V
,SLS-63 AMG 6.2 8V Black Series Aut.
,SLS-63 AMG 6.2 V8 Aut.
,SLS-63 AMG Roadster 6.3 V8 Aut.
,Sprinter 310 Chassi Diesel
,Sprinter 310 Furgão 2.5 Diesel
,Sprinter 310 Pick-Up Diesel
,Sprinter 310 Van Exec. 9Lug. Diesel
,Sprinter 310 Van Luxo/Exec. 12/14L Dies.
,Sprinter 310 Van Std 12e14L/Luxo 9L.Dies
,Sprinter 310 Van Std. 9Lug. 2.5 Diesel
,Sprinter 311 Chassi 2.2 Diesel
,Sprinter 311 Chassi E. Longa 2.2 Diesel
,Sprinter 311 Furgão Curto 2.2 Dies
,Sprinter 311 Furgão E.Longo T.Alto Dies.
,Sprinter 311 Furgão Longo 2.2 Dies
,Sprinter 311 Furgão Longo Teto alto Dies
,Sprinter 311 Street Luxo 2.2 16Lug. Dies
,Sprinter 311 Street Std. 2.2 16Lug. Dies
,Sprinter 311 VAN Luxo 2.2 109cv 13L Dies
,Sprinter 311 VAN Luxo 2.2 109cv 16L Dies
,Sprinter 311 VAN Std. 2.2 109cv 13L Dies
,Sprinter 311 VAN Std. 2.2 109cv 16L Dies
,Sprinter 312 Furgão Curto Diesel
,Sprinter 312 Furgão Longo Diesel
,Sprinter 312 Furgão Longo T.Alto Diesel
,Sprinter 312 Van Exec. 10Lug. 2.5 Diesel
,Sprinter 312 Van Exec. 12Lug. Diesel
,Sprinter 312 Van Luxo 10lug. Diesel
,Sprinter 312 Van Luxo 12lug. Diesel
,Sprinter 312 Van Luxo 15lug. Diesel
,Sprinter 312 Van Luxo 16lug. Diesel
,Sprinter 312 Van Luxo Lotação 16lug.Dies
,Sprinter 312 Van Std 12lug. Diesel
,Sprinter 312 Van Std 16lug. Diesel
,Sprinter 312 Van Std Lotação 16lug. Dies
,Sprinter 312 Van Street Luxo 15Lug.Dies.
,Sprinter 312 Van Street Std. 15Lug.Dies.
,Sprinter 312-D Chassi Diesel
,Sprinter 313 Chassi Ex. Longo 2.2 Dies.
,Sprinter 313 Chassi 2.2 129cv Diesel
,Sprinter 313 Chassi Longo 2.2 Diesel
,Sprinter 313 Furgão Curto 2.2 129cv Dies
,Sprinter 313 Furgão Ex. Longo T. A. Die.
,Sprinter 313 Furgão Longo 2.2 129cv Dies
,Sprinter 313 Furgão Longo T. Alto Diesel
,Sprinter 313 VAN Exec 2.2 Mec/S-Aut Dies
,Sprinter 313 VAN Luxo 2.2 129cv 13L.Dies
,Sprinter 313 VAN Luxo 2.2 129cv 16L Dies
,Sprinter 313 VAN Std. 2.2 129cv 13L.Dies
,Sprinter 313 VAN Std. 2.2 129cv 16L Dies
,Sprinter 313 VAN Street Luxo 16L. Dies.
,Sprinter 313 VAN Street Std. 16L. Dies.
,Sprinter 412-D Chassi Diesel
,Sprinter 413 Furgão Longo T.Alto Diesel
,Sprinter 413 VAN Luxo 2.2 16 e 20L Dies
,Sprinter 413-D Chassi Curto/Longo Diesel
,Sprinter 415 Chassi L. 2.2 Diesel
,Sprinter 415 Furgão Curto T.B. 2.2 Dies.
,Sprinter 415 Furgão E.L.T.Alt. 2.2 Dies.
,Sprinter 415 Furgão Lon.T.Alto 2.2 Dies
,Sprinter 415 Furgão Lon.T.Bai. 2.2 Dies.
,Sprinter 415 VAN Luxo T.A. 2.2 Diesel
,Sprinter 415 VAN Luxo T.B. 2.2 Diesel
,Sprinter 415 VAN Standard T.A. 2.2 Dies.
,Sprinter 415 VAN Standard T.B. 2.2 Dies.
,Sprinter 515 Chassi E. L. 2.2 Diesel
,Sprinter 515 Chassi L. 2.2 Diesel
,Sprinter 515 Furgão E.L.T. Alto 2.2 Die.
,Sprinter 515 VAN 2.2 Diesel
,VITO 111 CDI Furgão 1.6 TB Diesel 4p Mec
,VITO TOURER 119 Comf. 2.0 Flex 9Lug. Mec
,VITO TOURER 119 Luxo 2.0 Flex 8Lug. Mec
Mercury,Mystique GS 2.5 V6 Mec.
,Sable LS 3.0 V6
MG,550 1.8 16V Turbo 170cv Aut.
,MG6 1.8 16V Turbo 170cv Aut.
Mini,COOPER 1.5 Turbo 12V 3p Aut.
,COOPER 1.5 Turbo 12V 5p Aut.
,COOPER 1.6 Aut.
,COOPER 1.6 Mec.
,COOPER CABRIO 1.6 Aut.
,COOPER CABRIO John Works 1.6 Mec.
,COOPER CABRIO John Works 1.6 Aut.
,COOPER CABRIO S 1.6 Aut.
,COOPER CABRIO S 2.0 16V Aut.
,COOPER CABRIO S HIGHGATE 1.6 Aut.
,COOPER Clubman 1.6 Aut.
,COOPER Country. John Works ALL4 1.6 Aut.
,COOPER Countryman 1.6 Aut.
,COOPER Countryman S 1.6 Aut.
,COOPER Countryman S ALL4 1.6 Aut.
,COOPER COUPÉ 1.6 Aut.
,COOPER COUPÉ John Works 1.6 Aut
,COOPER COUPÉ S 1.6 Aut.
,COOPER John Works 1.6 Aut.
,COOPER John Works 1.6 Mec.
,COOPER John Works 2.0 Turbo 3p Aut.
,COOPER PACEMAN S 1.6 16V 184cv Aut.
,COOPER PACEMAN S ALL4 1.6 16V Aut.
,COOPER PACEMAN S John Works ALL4 1.6 Aut
,COOPER ROADSTER 1.6 Aut.
,COOPER ROADSTER John Works 1.6 Aut.
,COOPER ROADSTER S 1.6 Aut.
,COOPER S 1.6 Aut.
,COOPER S 2.0 Turbo 16v 3p Aut.
,COOPER S 2.0 Turbo 16V 3p Mec.
,COOPER S 2.0 Turbo 16V 5p Aut.
,COOPER S BAYSWATER 1.6 Aut.
,COOPER S Clubman 1.6 Aut.
,COOPER S Clubman 2.0 Aut.
,ONE 1.6 Mec.
,ONE 1.6 Aut.
Mitsubishi,3000 GT SL 3.0
,3000 GT VR-4
,Airtrek 2.0 16V TB-IC 202cv 4x4 5p
,Airtrek 2.4 16V 163cv/ 136cv 4x4 5p Aut.
,ASX 2.0 16V 4x4 Aut.(By Armura-Blind.)
,ASX 2.0 16V 160cv Aut.
,ASX 2.0 16V 160cv Mec.
,ASX 2.0 16V 4x2 Aut.(By Amura-Blind.)
,ASX 2.0 16V 4x4 160cv Aut.
,ASX O NEILL 2.0 16V 160cv Aut.
,ASX OUTDOOR 2.0 4x2 16V 160cv Aut.
,ASX OUTDOOR 2.0 4X4 16V 160 cv Mec.
,ASX-S 2.0 16V 160cv Aut.
,Colt GLXi
,Colt GTi Mec
,Diamant LS 3.0 V6
,Eclipse GS/ GS Turbo Mec
,Eclipse GST 2.0 16V Turbo
,Eclipse GSX 2.0 V6 16V Turbo
,Eclipse GT 3.0 V6 24V
,Eclipse GT 3.8 V6 267cv
,Expo LRV Sport 2.3 16V
,Expo SP Van 2.3 16V
,Galant 2.0
,Galant 2.5 V6
,Galant ES
,Galant GS 2.0 V6
,GRANDIS 2.4 16V 163cv 5p Aut.
,L200 2.5 4x2 CD Turbo Diesel
,L200 2.5 4x2 Turbo Diesel
,L200 2.5 4x4 CD Turbo Diesel
,L200 Evolution 3.2 4x4 TB Int. Diesel
,L200 GL 2.5 4X4 CD Diesel
,L200 GLS 2.5 4X4 CD Diesel
,L200 GLS Sport 2.5 4x4 121cv CD DTI Dies
,L200 HPE 2.5 8v 95/118cv TB-IC Diesel
,L200 L 2.5 4X4 CD Turbo Diesel
,L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel
,L200 OUTDOOR HPE 2.5 4x4 CD T.Diesel Aut
,L200 OUTDOOR HPE 2.5 4x4 CD T.Diesel Mec
,L200 RI/ RII/ RIII CD 2.5 TB Int. Diesel
,L200 Savana 2.5 4x4 121cv CD DTI Dies.
,L200 Sport 2.5 4x4 CD Turbo Diesel
,L200 Sport HPE 2.5 4x4 CD DTI Dies. Aut.
,L200 Sport HPE 2.5 4x4 CD DTI Dies. Mec.
,L200 Sport RS 2.5 CD DTI (passeio) Dies.
,L200 T. OUTDOOR 3.2 CD TB Int.Dies. Mec.
,L200 T. Savana 3.2 CD TB Int. Dies. Aut.
,L200 T.OUTDOOR 3.2 CD TB Int. Dies. Aut.
,L200 Tri.HLS Chrome Ed. 2.4 CD Flex Mec.
,L200 Triton GLS 3.2 CD TB Int.Diesel Mec
,L200 Triton GLX 3.2 CD TB Int.Diesel Mec
,L200 Triton HLS 2.4 Flex 16V CD Mec.
,L200 Triton HPE 3.2 CD TB Int.Diesel Aut
,L200 Triton HPE 3.2 CD TB Int.Diesel Mec
,L200 Triton HPE 3.5 CD V6 24V Flex Aut.
,L200 Triton KTM 3.2 CD TB Int.Dies. Mec.
,L200 Triton OUTDOOR 2.4 Flex 16V CD Mec.
,L200 Triton S. HPE FTP 2.4 CD Dies. Aut.
,L200 Triton Savana 3.2 CD TBI Dies. Mec.
,L200 Triton Savanaoff 3.2 CD TBI Die.Mec
,L200 Triton Sport GLS 2.4 CD Diesel Mec.
,L200 Triton Sport HPE 2.4 CD Diesel Aut.
,L200 Triton XB 3.2 CD TB Int.Diesel Mec.
,L300 Base/DX/Canter 2.5 Diesel
,L300 Top/Luxo 2.5 Diesel
,Lancer 2.0 16V 160cv Aut.
,Lancer 2.0 16V 160cv Mec.
,Lancer Evol. 2.0 Turbo
,Lancer Evol. VI 2.0 Turbo 4p
,Lancer Evol. X J. Easton 2.0 16V TB Int.
,Lancer Evolut. IX MR 2.0 290cv TB-IC
,Lancer Evolut. VII/ VIII/ IX 2.0 280cv T
,Lancer Evolution X 2.0 16V 295cv TB Int.
,Lancer GLX
,Lancer GT 2.0 16V 160cv Aut.
,Lancer GT 2.0 16V 4X4 160cv Aut.
,Lancer GT 2.0 16V Aut.(By Armura-Blind.)
,Lancer GTi Mec
,Lancer HL 2.0 16V 160cv Aut.
,Lancer HL 2.0 16V Aut.(By Armura-Blind.)
,Lancer HL-T 2.0 16V 160cv Aut.
,Lancer HLE 2.0 16V 160cv Aut.
,Lancer HLE 2.0 16V Aut.(By Armura-Blind)
,Lancer LS 1.8
,Lancer Sport Ralliart 2.0 16V TB Int. 5p
,Mirage ES
,Mirage GS 16V/ GLSi1.6
,Mirage LS
,Montero 2.8 Diesel
,OUTLANDER 2.0 16V 160cv Aut.
,OUTLANDER 2.2 165cv Diesel Aut.
,OUTLANDER 2.4 16V 170cv Aut.
,OUTLANDER 3.0/ GT 3.0 V6 Aut.
,OUTLANDER PHEV (Hybrid) 2.0 16V 4x4 Aut.
,Pajero 3.2 4x4 T.I. Dies. 5p Aut
,Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.
,Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.
,Pajero DAKAR HPE 3.2 4x4 T.I Dies 5p Aut
,Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.
,Pajero Evolution 4x4 3.5 V6
,Pajero Full GLS/GLS/PKHPE 3.2 Dies.TI 5p
,Pajero GLS 2.8 Diesel Turbo Aut.
,Pajero GLS 2.8 Diesel Turbo Mec.
,Pajero GLS 3.0 V6 2p Aut.
,Pajero GLS 3.0 V6 2p Mec.
,Pajero GLS 3.0 V6 4p Aut.
,Pajero GLS 3.0 V6 4p Mec.
,Pajero GLS 3.5 V6 2p Aut
,Pajero GLS 3.5 V6 2p Mec.
,Pajero GLS 3.5 V6 4p Aut.
,Pajero GLS 3.5 V6 4p Mec.
,Pajero GLS 3.5 V6 Top 2p Aut
,Pajero GLS 3.5 V6 Top 4p Aut
,Pajero GLS Full 3.8 V6 250cv 5p Aut.
,Pajero GLS HPE/HPE Full 3.8 233cv 3p Aut
,Pajero GLS HPE/HPE Full 3.8 233cv 5p Aut
,Pajero GLX 2.8 Diesel 4p Mec
,Pajero GLX 3.0 V6 4p Mec
,Pajero GLZ 2.8 4x4 Turbo Diesel
,Pajero GLZ 3.0 4x4 V6
,Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut.
,Pajero HPE 3.5 4x4 Flex 5p Aut.
,Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut
,Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.
,Pajero HPE Full 3.8 V6 250cv 3p Aut.
,Pajero HPE Full 3.8 V6 250cv 5p Aut.
,Pajero HPE-S 3.2 4x4 T.I.Diesel 5p Aut.
,Pajero iO Aut
,Pajero iO Mec
,Pajero iO SE 1.8 16V Aut.
,Pajero iO SE 1.8 16V Mec.
,Pajero OUTDOOR 3.2 4x4 T.I. Dies.5p Aut.
,Pajero Sport 2.8 4x4 Diesel Aut.
,Pajero Sport 2.8 4x4 Diesel Mec.
,Pajero Sport 3.0 4x2 V6 Mec./Aut.
,Pajero Sport 3.0 4x4 V6 Mec./Aut.
,Pajero Sport 3.5 V6 Flex 4x4 Aut.
,Pajero Sport HPE 2.5 4x4 Diesel Aut.
,Pajero Sport HPE 2.5 4x4 Diesel Mec.
,Pajero Sport HPE 3.5 4x4 200cv Aut.
,Pajero Sport SE 3.0 4x2 V6 177cv Aut.
,Pajero Sport SE/ HPE 2.8 4x4 Diesel Aut.
,Pajero Sport SE/ HPE 3.0 4x4 177cv Aut.
,Pajero TR4 2.0 Blind. 16V 131cv 4x4 Aut.
,Pajero TR4 2.0 Blind. 16V 131cv 4x4 Mec.
,Pajero TR4 2.0 Flex 16V 4X2 Aut.
,Pajero TR4 2.0 Flex 16V 4X2 Mec.
,Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Aut.
,Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Mec.
,Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.
,Space Wagon GLS 2.0
,Space Wagon GLS 2.4
,Space Wagon GLXi 2.4 ( Nova Série )
,Space Wagon/ Glxi 2.4
Miura,Picape BG-Truck CD Turbo Diesel
Nissan,350Z 3.5 V6 280cv/ 312cv 2p
,Altima GXE 2.4 16V
,Altima SE 2.4 16V
,ALTIMA SL 2.5 16V 4p Aut.
,AX 6.5D Turbo Diesel
,D-21 Pick-Up CD 4x2/4x4 2.7 Diesel
,D-21 Pick-Up CS 4x2/4x4 2.7 Diesel
,Frontier AX 3.2 CD Diesel
,Frontier AX CD 4x4 2.5 TB Interc. Diesel
,Frontier DX 3.2 CD Diesel
,Frontier LE ATTACK CD 4x4 2.5 TB Die.Aut
